,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,时间,电解电压,电解电流,产氢量,产氢累计量,碱液流量,碱温,系统压力  ,氧槽温,氢槽温,氧侧液位,氢侧液位,氧中氢,氢中氧,脱氧上温,脱氧下温,B塔上温,B塔下温,C塔上温,C塔下温,A塔上温,A塔下温,露点,微氧量,出罐压力,进罐温度,进罐压力,V,I,Current density,Pressure,Tlye,TH2,TO2,Tout,LyeFlow,LyeFlow_Polar,dI,dj,dV,dTout,HTO,OTH,polar_lh,polar_wtt,polar_shg,polar_nn
0,0,0,0,0,2021年10月29日10时00分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,12.926918983459473,0.1566899269819259,12.780021667480469,14.39588737487793,15.003520011901855,12.976037979125977,0.0001840000040829,0.0001840000040829,13.220711708068848,15.86485481262207,14.248991012573242,14.983474731445312,13.51450538635254,13.955196380615234,16.305545806884766,15.424164772033691,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1566899269819259,12.926918983459473,14.39588737487793,12.780021667480469,13.5879545211792,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.3360168615793513,1.4510162635734534,1.4236147154806695,1.2590394416484656
1,1,1,1,1,2021年10月29日10时00分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.51450538635254,0.1574733704328537,12.926918983459473,14.248991012573242,15.04177474975586,12.976037979125977,0.0001840000040829,0.0001840000040829,13.220711708068848,15.86485481262207,14.248991012573242,14.983474731445312,13.51450538635254,13.955196380615234,16.89313316345215,15.13037109375,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1574733704328537,13.51450538635254,14.248991012573242,12.926918983459473,13.587954998016356,0.0,0.204425,0.0,0.0,0.0,4.76837158203125e-07,0.0001840000040829,0.0001840000040829,1.3360168574117186,1.4510162529078703,1.4236147102871455,1.258781547353569
2,2,2,2,2,2021年10月29日10时00分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.220711708068848,0.1582568287849426,12.926918983459473,14.248991012573242,15.099154472351074,13.01429271697998,0.0001840000040829,0.0001840000040829,13.220711708068848,15.86485481262207,14.248991012573242,14.983474731445312,13.51450538635254,13.955196380615234,16.59933853149414,15.424164772033691,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1582568287849426,13.220711708068848,14.248991012573242,12.926918983459473,13.587954998016356,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.3360168574117186,1.4510162529078703,1.4236147102871455,1.2589104919363914
3,3,3,3,3,2021年10月29日10时01分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.220711708068848,0.1586485505104065,12.926918983459473,14.248991012573242,15.137411117553713,13.052546501159668,0.0001840000040829,0.0001840000040829,13.220711708068848,15.86485481262207,14.248991012573242,14.983474731445312,13.220711708068848,13.955196380615234,16.305545806884766,15.13037109375,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1586485505104065,13.220711708068848,14.248991012573242,12.926918983459473,13.587954998016356,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.3360168574117186,1.4510162529078703,1.4236147102871455,1.2589104919363914
4,4,4,4,4,2021年10月29日10时01分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.220711708068848,0.1594319939613342,12.926918983459473,14.39588737487793,15.194791793823242,13.071673393249512,0.0001840000040829,0.0001840000040829,13.51450538635254,15.86485481262207,13.955196380615234,14.983474731445312,13.220711708068848,13.955196380615234,16.89313316345215,15.13037109375,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1594319939613342,13.220711708068848,14.39588737487793,12.926918983459473,13.6614031791687,0.0,0.204425,0.0,0.0,0.0,0.0734481811523437,0.0001840000040829,0.0001840000040829,1.3353772900961787,1.4493776161162895,1.422816720644438,1.2588782553949458
5,5,5,5,5,2021年10月29日10时01分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.51450538635254,0.1602154523134231,12.926918983459473,14.39588737487793,15.23304557800293,13.109928131103516,0.0001840000040829,0.0001840000040829,13.51450538635254,15.86485481262207,14.248991012573242,14.983474731445312,13.220711708068848,13.955196380615234,16.59933853149414,15.424164772033691,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1602154523134231,13.51450538635254,14.39588737487793,12.926918983459473,13.6614031791687,0.0,0.204425,0.0,0.0,0.0,0.0,0.0001840000040829,0.0001840000040829,1.3353772900961787,1.4493776161162895,1.422816720644438,1.2587493121463282
6,6,6,6,6,2021年10月29日10时02分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.220711708068848,0.160607174038887,12.926918983459473,13.955196380615234,15.271300315856934,13.148181915283203,0.0001840000040829,0.0001840000040829,13.220711708068848,15.86485481262207,14.248991012573242,14.983474731445312,13.51450538635254,13.955196380615234,16.305545806884766,15.424164772033691,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.160607174038887,13.220711708068848,13.955196380615234,12.926918983459473,13.441057682037354,0.0,0.204425,0.0,0.0,0.0,-0.2203454971313476,0.0001840000040829,0.0001840000040829,1.3373103783098843,1.4543188883440932,1.425222651129231,1.2589749664388765
7,7,7,7,7,2021年10月29日10时02分20秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.220711708068848,0.1613906323909759,12.926918983459473,14.248991012573242,15.290428161621094,13.186436653137209,0.0001840000040829,0.0001840000040829,13.220711708068848,15.86485481262207,14.248991012573242,14.983474731445312,13.220711708068848,13.955196380615234,16.59933853149414,15.424164772033691,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1613906323909759,13.220711708068848,14.248991012573242,12.926918983459473,13.587954998016356,0.0,0.204425,0.0,0.0,0.0,0.1468973159790039,0.0001840000040829,0.0001840000040829,1.3360168574117186,1.4510162529078703,1.4236147102871455,1.2589104919363914
8,8,8,8,8,2021年10月29日10时02分40秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.51450538635254,0.1621740758419037,13.220711708068848,14.39588737487793,15.366936683654783,13.20556354522705,0.0001840000040829,0.0001840000040829,12.926918983459473,15.86485481262207,14.248991012573242,14.983474731445312,13.51450538635254,13.955196380615234,16.305545806884766,15.424164772033691,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1621740758419037,13.51450538635254,14.39588737487793,13.220711708068848,13.808299541473389,0.0,0.204425,0.0,0.0,0.0,0.2203445434570312,0.0001840000040829,0.0001840000040829,1.334112313100136,1.446125399954931,1.4212325056269548,1.2586848427321335
9,9,9,9,9,2021年10月29日10时03分00秒,0.0091810002923011,0.2754319906234741,-9999,-9999,0.204425,13.51450538635254,0.1629575341939926,12.926918983459473,14.248991012573242,15.386063575744627,13.20556354522705,0.0001840000040829,0.0001840000040829,13.220711708068848,15.86485481262207,14.248991012573242,14.983474731445312,13.51450538635254,13.955196380615234,16.89313316345215,15.424164772033691,-79.9926528930664,0.0091810002923011,-9999,-9999,-9999,0.0002700294203617,0.2754319906234741,0.6480752720552333,0.1629575341939926,13.51450538635254,14.248991012573242,12.926918983459473,13.587954998016356,0.0,0.204425,0.0,0.0,0.0,-0.2203445434570312,0.0001840000040829,0.0001840000040829,1.3360168574117186,1.4510162529078703,1.4236147102871455,1.258781547353569
